Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"War sehr lecker!";"Era buonissimo!";[sound:itIT_DINING_DELICIOUS.mp3];"/ˈeːra bwoˈnisːimo/";"/ˈeh-ra bwo-ˈnee-see-mo/";"";""
"Schmeckt richtig gut!";"È davvero buono!";[sound:itIT_DINING_YUMMY.mp3];"/ɛ davˈvɛro ˈbwɔno/";"/eh dav-ˈve-ro ˈbwo-no/";"";""
"Wo ist der Bahnhof?";"Dov’è la stazione?";[sound:itIT_NAVIGATION_TRAIN_STATION.mp3];"/doˈvɛ la statˈtsjoːne/";"/do-ˈveh la sta-ˈtsyo-ne/";"";""
"Wo ist die Toilette?";"Dov’è il bagno?";[sound:itIT_NAVIGATION_RESTROOM.mp3];"/doˈvɛ il ˈbaɲɲo/";"/do-ˈveh il ˈban-nyo/";"";""
"Wo ist der nächste Geldautomat?";"Dov’è il bancomat?";[sound:itIT_NAVIGATION_ATM.mp3];"/doˈvɛ il ˈbaŋkomat/";"/do-ˈveh il ˈban-ko-mat/";"";""
"Was kostet das?";"Quanto costa?";[sound:itIT_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈkɔsta/";"/ˈkwan-to ˈkos-ta/";"";""
"Kann ich mit Karte zahlen?";"Posso pagare con la carta?";[sound:itIT_SHOPPING_PAY_BY_CARD.mp3];"/ˈposso paˈɡaːre kon la ˈkarta/";"/ˈpos-so pa-ˈga-re kon la ˈkar-ta/";"";""
"Ich zahle bar.";"Pago in contanti.";[sound:itIT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡo in konˈtanti/";"/ˈpa-go in kon-ˈtan-tee/";"";""
"Hilfe!";"Aiuto!";[sound:itIT_EMERGENCY_HELP.mp3];"/aiˈuːto/";"/ai-ˈyoo-to/";"";""
"Ich brauche einen Arzt!";"Ho bisogno di un medico!";[sound:itIT_EMERGENCY_DOCTOR.mp3];"/o biˈzoɲɲo di un ˈmɛdiko/";"/o bee-ˈzohn-nyo dee oon ˈme-dee-ko/";"";""
"Rufen Sie die Polizei!";"Chiami la polizia!";[sound:itIT_EMERGENCY_POLICE.mp3];"/ˈkjaːmi la poliˈt͡sia/";"/ˈkya-mee la po-li-ˈtsee-a/";"";""
"eins";"uno";[sound:itIT_NUMBER_ONE.mp3];"/ˈuːno/";"/ˈoo-no/";"";""
"zwei";"due";[sound:itIT_NUMBER_TWO.mp3];"/ˈduːe/";"/ˈdoo-eh/";"";""
"drei";"tre";[sound:itIT_NUMBER_THREE.mp3];"/tre/";"/treh/";"";""
"vier";"quattro";[sound:itIT_NUMBER_FOUR.mp3];"/ˈkwattro/";"/ˈkwa-tro/";"";""
"fünf";"cinque";[sound:itIT_NUMBER_FIVE.mp3];"/ˈt͡ʃiŋkwe/";"/ˈchin-kwe/";"";""
"sechs";"sei";[sound:itIT_NUMBER_SIX.mp3];"/sɛi/";"/say/";"";""
"sieben";"sette";[sound:itIT_NUMBER_SEVEN.mp3];"/ˈsɛtte/";"/ˈset-te/";"";""
"acht";"otto";[sound:itIT_NUMBER_EIGHT.mp3];"/ˈɔtto/";"/ˈot-to/";"";""
"neun";"nove";[sound:itIT_NUMBER_NINE.mp3];"/ˈnɔve/";"/ˈno-veh/";"";""
"zehn";"dieci";[sound:itIT_NUMBER_TEN.mp3];"/ˈdjɛt͡ʃi/";"/ˈdye-chee/";"";""
