Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Onde fica a estação?";"Ku është stacioni i trenit?";[sound:sqAL_NAVIGATION_TRAIN_STATION.mp3];"/ku ˈəʃtə staˈcjɔni i ˈtrɛnit/";"/koo ˈəsh-tə sta-ˈtsyoh-ni i ˈtre-nit/";"";""
"Onde fica a casa de banho?";"Ku është tualeti?";[sound:sqAL_NAVIGATION_RESTROOM.mp3];"/ku ˈəʃtə tuaˈlɛti/";"/koo ˈəsh-tə tua-ˈle-ti/";"";""
"Onde há multibanco?";"Ku ka bankomat?";[sound:sqAL_NAVIGATION_ATM.mp3];"/ku ka baŋkɔˈmat/";"/koo ka ban-ko-ˈmat/";"";""
"Quanto é?";"Sa kushton kjo?";[sound:sqAL_SHOPPING_HOW_MUCH.mp3];"/sa kuʃˈtɔn cɔ/";"/sa kush-ˈton kyo?/";"";""
"Posso pagar com cartão?";"Mund të paguaj me kartë?";[sound:sqAL_SHOPPING_PAY_BY_CARD.mp3];"/mund tə paˈɡuaj mɛ ˈkaɾtə/";"/moond tə pa-ˈgoo-ai me ˈkar-tə?/";"";""
"Pago em dinheiro.";"Paguaj me para në dorë.";[sound:sqAL_SHOPPING_PAY_BY_CASH.mp3];"/paˈɡuaj mɛ paˈɾa nə dɔɾə/";"/pa-ˈgoo-ai me pa-ˈra nə ˈdo-rə/";"";""
"Socorro!";"Ndihmë!";[sound:sqAL_EMERGENCY_HELP.mp3];"/ndi.hmə/";"/n-DEEH-mə/";"";""
"Preciso de um médico!";"Më duhet një mjek!";[sound:sqAL_EMERGENCY_DOCTOR.mp3];"/mə ˈduhɛt ɲə mjɛk/";"/mə ˈdu-het nyə myek/";"";""
"Chame a polícia!";"Thirrni policinë!";[sound:sqAL_EMERGENCY_POLICE.mp3];"/ˈθirni pɔliˈtsin/";"/THIR-ni po-li-ˈtseen/";"";""
"um";"një";[sound:sqAL_NUMBER_ONE.mp3];"/ɲə/";"/nyə/";"";""
"dois";"dy";[sound:sqAL_NUMBER_TWO.mp3];"/dy/";"/dy/";"";""
"três";"tre";[sound:sqAL_NUMBER_THREE.mp3];"/trɛ/";"/treh/";"";""
"quatro";"katër";[sound:sqAL_NUMBER_FOUR.mp3];"/ˈkatər/";"/ˈka-tər/";"";""
"cinco";"pesë";[sound:sqAL_NUMBER_FIVE.mp3];"/ˈpɛsə/";"/ˈpe-sə/";"";""
"seis";"gjashtë";[sound:sqAL_NUMBER_SIX.mp3];"/ɟaʃt/";"/gyasht/";"";""
"sete";"shtatë";[sound:sqAL_NUMBER_SEVEN.mp3];"/ʃtatə/";"/shta-tə/";"";""
"oito";"tetë";[sound:sqAL_NUMBER_EIGHT.mp3];"/ˈtɛtə/";"/ˈte-tə/";"";""
"nove";"nëntë";[sound:sqAL_NUMBER_NINE.mp3];"/ˈnən.tə/";"/ˈnən-tə/";"";""
"dez";"dhjetë";[sound:sqAL_NUMBER_TEN.mp3];"/ˈðjɛ.tə/";"/ˈth-ye-tə/";"";""
