Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Un po' più piano, per favore.";"Ein bisschen langsamer, bitte.";[sound:deDE_COMMUNICATION_SPEAK_SLOWER.mp3];"/aɪ̯n ˈbɪsçn̩ ˈlaŋzamɐ ˈbɪtə/";"/ain ˈbis-chen ˈlang-za-mer ˈbi-te/";"";""
"Il mio italiano non è granché.";"Mein Deutsch ist noch nicht so gut.";[sound:deDE_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/maɪ̯n dɔʏ̯t͡ʃ ɪst nɔx nɪçt zoː ɡuːt/";"/main doitsh ist noch nicht zo guut/";"";""
"Come si dice … in italiano?";"Wie sagt man … auf Deutsch?";[sound:deDE_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/viː zaːkt man aʊ̯f dɔʏ̯t͡ʃ/";"/vee zaakt man auf doitsh/";"";""
"Il menù, per favore.";"Speisekarte, bitte.";[sound:deDE_REQUEST_MENU.mp3];"/ˈʃpaɪ̯zəˌkaʁtə ˈbɪtə/";"/ˈshpai-ze-kar-te ˈbi-te/";"";""
"Caffè";"Kaffee";[sound:deDE_REQUEST_COFFEE.mp3];"/ˈkafeː/";"/ˈka-feh/";"";""
"Acqua";"Wasser";[sound:deDE_REQUEST_WATER.mp3];"/ˈvasɐ/";"/ˈvas-ser/";"";""
"per favore";"bitte";[sound:deDE_REQUEST_PLEASE.mp3];"/ˈbɪtə/";"/ˈbi-te/";"";"Beim Bestellen/Bitten."
"Il conto, per favore.";"Die Rechnung, bitte.";[sound:deDE_REQUEST_BILL.mp3];"/diː ˈʁɛçnʊŋ ˈbɪtə/";"/dee ˈrech-nung ˈbi-te/";"";""
"Sono vegetariano/a.";"Ich bin Vegetarier(in).";[sound:deDE_DINING_VEGETARIAN.mp3];"/ɪç bɪn veɡeˈtaːʁi̯ɐ(ɪn)/";"/ich bin ve-ge-ˈtaar-ee-er(-in)/";"“-a” for female.";"„-in“ für weiblich."
"Era buonissimo!";"War sehr lecker!";[sound:deDE_DINING_DELICIOUS.mp3];"/vaːɐ̯ zeːɐ̯ ˈlɛkɐ/";"/var zair ˈle-ker/";"";""
"È davvero buono!";"Schmeckt richtig gut!";[sound:deDE_DINING_YUMMY.mp3];"/ʃmɛkt ˈʁɪçtɪç ɡuːt/";"/shmekt ˈrich-tich guut/";"";""
"Dov’è la stazione?";"Wo ist der Bahnhof?";[sound:deDE_NAVIGATION_TRAIN_STATION.mp3];"/voː ɪst deːɐ̯ ˈbaːnhoːf/";"/vo ist der ˈbahn-hohf/";"";""
"Dov’è il bagno?";"Wo ist die Toilette?";[sound:deDE_NAVIGATION_RESTROOM.mp3];"/voː ɪst diː toi̯ˈlɛtə/";"/vo ist dee toi-ˈle-te/";"";""
"Dov’è il bancomat?";"Wo ist der nächste Geldautomat?";[sound:deDE_NAVIGATION_ATM.mp3];"/voː ɪst deːɐ̯ ˈnɛːçstə ˈɡɛltʔaʊ̯toːmaːt/";"/vo ist der ˈneech-ste ˈgelt-au-to-maat/";"";""
"Quanto costa?";"Was kostet das?";[sound:deDE_SHOPPING_HOW_MUCH.mp3];"/vas ˈkɔstət das/";"/vas ˈkos-tet das/";"";""
"Posso pagare con la carta?";"Kann ich mit Karte zahlen?";[sound:deDE_SHOPPING_PAY_BY_CARD.mp3];"/kan ɪç mɪt ˈkaʁtə ˈtsaːlən/";"/kan ich mit ˈkar-te ˈtsa-len/";"";""
"Pago in contanti.";"Ich zahle bar.";[sound:deDE_SHOPPING_PAY_BY_CASH.mp3];"/ɪç ˈtsaːlə baːɐ̯/";"/ich ˈtsa-le baar/";"";""
"Aiuto!";"Hilfe!";[sound:deDE_EMERGENCY_HELP.mp3];"/ˈhɪlfə/";"/ˈhil-fe/";"";""
"Ho bisogno di un medico!";"Ich brauche einen Arzt!";[sound:deDE_EMERGENCY_DOCTOR.mp3];"/ɪç ˈbʁaʊ̯xə ˈaɪ̯nən aːɐ̯tst/";"/ich ˈbrow-che ˈai-nen arzt/";"";""
"Chiami la polizia!";"Rufen Sie die Polizei!";[sound:deDE_EMERGENCY_POLICE.mp3];"/ˈʁuːfn̩ ziː diː pɔliˈt͡saɪ̯/";"/ˈruu-fen zee dee po-li-ˈtsai/";"";""
"uno";"eins";[sound:deDE_NUMBER_ONE.mp3];"/aɪ̯ns/";"/ains/";"";""
"due";"zwei";[sound:deDE_NUMBER_TWO.mp3];"/t͡svaɪ̯/";"/tsvai/";"";""
"tre";"drei";[sound:deDE_NUMBER_THREE.mp3];"/dʁaɪ̯/";"/drai/";"";""
"quattro";"vier";[sound:deDE_NUMBER_FOUR.mp3];"/fiːɐ̯/";"/feer/";"";""
"cinque";"fünf";[sound:deDE_NUMBER_FIVE.mp3];"/fʏnf/";"/fuenf/";"";""
"sei";"sechs";[sound:deDE_NUMBER_SIX.mp3];"/zɛks/";"/zeks/";"";""
"sette";"sieben";[sound:deDE_NUMBER_SEVEN.mp3];"/ˈziːbən/";"/ˈzee-ben/";"";""
"otto";"acht";[sound:deDE_NUMBER_EIGHT.mp3];"/axt/";"/acht/";"";""
"nove";"neun";[sound:deDE_NUMBER_NINE.mp3];"/nɔʏ̯n/";"/noyn/";"";""
"dieci";"zehn";[sound:deDE_NUMBER_TEN.mp3];"/tseːn/";"/tsehn/";"";""
