Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"per favore";"por favor";[sound:ptBR_REQUEST_PLEASE.mp3];"/poʁ faˈvoʁ/";"/por fa-ˈvor/";"";""
"Il conto, per favore.";"A conta, por favor.";[sound:ptBR_REQUEST_BILL.mp3];"/a ˈkõtɐ poʁ faˈvoʁ/";"/a ˈkon-ta, por fa-ˈvor/";"";""
"Sono vegetariano/a.";"Sou vegetariano/a.";[sound:ptBR_DINING_VEGETARIAN.mp3];"/soʊ veʒetaɾiˈɐ̃nu(a)/";"/soh ve-zhe-ta-ree-ˈa-no(-a)/";"“-a” for female.";"“-a” for female."
"Era buonissimo!";"Tava uma delícia!";[sound:ptBR_DINING_DELICIOUS.mp3];"/ˈtavɐ ˈumɐ deˈlisjɐ/";"/ˈta-va ˈu-ma de-ˈlee-sya/";"";""
"È davvero buono!";"Tá muito bom!";[sound:ptBR_DINING_YUMMY.mp3];"/ta ˈmũjtu bõ/";"/ta ˈmwin-too bohng~/";"";""
"Dov’è la stazione?";"Onde fica a estação?";[sound:ptBR_NAVIGATION_TRAIN_STATION.mp3];"/ˈõdʒi ˈfikɐ a es.taˈsãw̃/";"/ON-jee FEE-ka a es-ta-ˈsown~/";"";""
"Dov’è il bagno?";"Onde fica o banheiro?";[sound:ptBR_NAVIGATION_RESTROOM.mp3];"/ˈõdʒi ˈfikɐ u bɐˈɲejɾo/";"/ON-jee FEE-ka oo ban-ˈyay-ro/";"";""
"Dov’è il bancomat?";"Onde tem caixa eletrônico?";[sound:ptBR_NAVIGATION_ATM.mp3];"/ˈõdʒi tẽj̃ ˈkajʃɐ eletɾoˈniko/";"/ON-jee tayn ˈkai-sha e-le-tro-ˈnee-ko/";"";""
"Quanto costa?";"Quanto é?";[sound:ptBR_SHOPPING_HOW_MUCH.mp3];"/ˈkwɐ̃tu ɛ/";"/ˈkwan-too eh?/";"";""
"Posso pagare con la carta?";"Posso pagar com cartão?";[sound:ptBR_SHOPPING_PAY_BY_CARD.mp3];"/ˈpɔsu paˈɡaʁ kõ kaʁˈtãw̃/";"/ˈpo-su pa-ˈgar kong kar-ˈtawn~?/";"";""
"Pago in contanti.";"Pago em dinheiro.";[sound:ptBR_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dʒiˈɲejɾu/";"/ˈpa-go eng jee-ˈnyay-roo/";"";""
"Aiuto!";"Socorro!";[sound:ptBR_EMERGENCY_HELP.mp3];"/soˈkoʁu/";"/so-ˈko-hoo/";"";""
"Ho bisogno di un medico!";"Preciso de um médico!";[sound:ptBR_EMERGENCY_DOCTOR.mp3];"/pɾeˈsizʊ dʒi ũ ˈmɛdʒiku/";"/pre-ˈsee-zu jee oon ˈmeh-jee-koo/";"";""
"Chiami la polizia!";"Chama a polícia!";[sound:ptBR_EMERGENCY_POLICE.mp3];"/ˈʃɐmɐ a poˈlisjɐ/";"/SHA-ma a po-ˈlee-sya/";"";""
"uno";"um";[sound:ptBR_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"due";"dois";[sound:ptBR_NUMBER_TWO.mp3];"/doi̯s/";"/doys/";"";""
"tre";"três";[sound:ptBR_NUMBER_THREE.mp3];"/tɾe̞j̯s/";"/trays/";"";""
"quattro";"quatro";[sound:ptBR_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tro/";"";""
"cinque";"cinco";[sound:ptBR_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-koo/";"";""
"sei";"seis";[sound:ptBR_NUMBER_SIX.mp3];"/se̞j̯s/";"/says/";"";""
"sette";"sete";[sound:ptBR_NUMBER_SEVEN.mp3];"/ˈsɛt͡ʃi/";"/ˈseh-chee/";"";""
"otto";"oito";[sound:ptBR_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"nove";"nove";[sound:ptBR_NUMBER_NINE.mp3];"/ˈnɔvi/";"/ˈno-vee/";"";""
"dieci";"dez";[sound:ptBR_NUMBER_TEN.mp3];"/dɛz/";"/dez/";"";""
