Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Je paie en espèces.";"Pago em dinheiro.";[sound:ptBR_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dʒiˈɲejɾu/";"/ˈpa-go eng jee-ˈnyay-roo/";"";""
"Au secours !";"Socorro!";[sound:ptBR_EMERGENCY_HELP.mp3];"/soˈkoʁu/";"/so-ˈko-hoo/";"";""
"J’ai besoin d’un médecin !";"Preciso de um médico!";[sound:ptBR_EMERGENCY_DOCTOR.mp3];"/pɾeˈsizʊ dʒi ũ ˈmɛdʒiku/";"/pre-ˈsee-zu jee oon ˈmeh-jee-koo/";"";""
"Appelez la police !";"Chama a polícia!";[sound:ptBR_EMERGENCY_POLICE.mp3];"/ˈʃɐmɐ a poˈlisjɐ/";"/SHA-ma a po-ˈlee-sya/";"";""
"un";"um";[sound:ptBR_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"deux";"dois";[sound:ptBR_NUMBER_TWO.mp3];"/doi̯s/";"/doys/";"";""
"trois";"três";[sound:ptBR_NUMBER_THREE.mp3];"/tɾe̞j̯s/";"/trays/";"";""
"quatre";"quatro";[sound:ptBR_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tro/";"";""
"cinq";"cinco";[sound:ptBR_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-koo/";"";""
"six";"seis";[sound:ptBR_NUMBER_SIX.mp3];"/se̞j̯s/";"/says/";"";""
"sept";"sete";[sound:ptBR_NUMBER_SEVEN.mp3];"/ˈsɛt͡ʃi/";"/ˈseh-chee/";"";""
"huit";"oito";[sound:ptBR_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"neuf";"nove";[sound:ptBR_NUMBER_NINE.mp3];"/ˈnɔvi/";"/ˈno-vee/";"";""
"dix";"dez";[sound:ptBR_NUMBER_TEN.mp3];"/dɛz/";"/dez/";"";""
