Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Si thuhet … në shqip?";"Comment on dit … en français ?";[sound:frFR_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/kɔmɑ̃ ɔ̃ di ɑ̃ fʁɑ̃sɛ/";"/ko-mon~ on dee on fron-seh?/";"";""
"Menyja, ju lutem.";"La carte, s’il vous plaît.";[sound:frFR_REQUEST_MENU.mp3];"/la kaʁt sil vu plɛ/";"/la kart seel voo pleh/";"";""
"Kafe";"Café";[sound:frFR_REQUEST_COFFEE.mp3];"/kafe/";"/ka-feh/";"";""
"Ujë";"Eau";[sound:frFR_REQUEST_WATER.mp3];"/o/";"/oh/";"";""
"ju lutem";"s’il vous plaît";[sound:frFR_REQUEST_PLEASE.mp3];"/sil vu plɛ/";"/seel voo pleh/";"";""
"Llogarinë, ju lutem.";"L’addition, s’il vous plaît.";[sound:frFR_REQUEST_BILL.mp3];"/ladisjɔ̃ sil vu plɛ/";"/la-dee-syon~ seel voo pleh/";"";""
"Jam vegjetarian/e.";"Je suis végétarien(ne).";[sound:frFR_DINING_VEGETARIAN.mp3];"/ʒə sɥi veʒetaʁjɛn/";"/zhə swee ve-zhe-ta-ryen/";"“-e” for female.";"Add -(ne) if female."
"Ishte shumë e shijshme!";"C’était délicieux !";[sound:frFR_DINING_DELICIOUS.mp3];"/sete delisjø/";"/seh-teh de-lee-syuh/";"";""
"Është shumë e mirë!";"C’est trop bon !";[sound:frFR_DINING_YUMMY.mp3];"/se tʁo bɔ̃/";"/seh tro bon~/";"";""
"Ku është stacioni i trenit?";"Où est la gare ?";[sound:frFR_NAVIGATION_TRAIN_STATION.mp3];"/u ɛ la ɡaʁ/";"/oo eh la gar/";"";""
"Ku është tualeti?";"Où sont les toilettes ?";[sound:frFR_NAVIGATION_RESTROOM.mp3];"/u sɔ̃ le twalɛt/";"/oo son~ lay twa-let/";"";""
"Ku ka bankomat?";"Où est le distributeur ?";[sound:frFR_NAVIGATION_ATM.mp3];"/u ɛ lə distʁibyˈtœʁ/";"/oo eh lə dis-tri-bü-ˈtœr/";"";""
"Sa kushton kjo?";"C’est combien ?";[sound:frFR_SHOPPING_HOW_MUCH.mp3];"/se kɔ̃bjɛ̃/";"/seh kon~-byehn?/";"";""
"Mund të paguaj me kartë?";"Je peux payer par carte ?";[sound:frFR_SHOPPING_PAY_BY_CARD.mp3];"/ʒə pø peje paʁ kaʁt/";"/zhə pœ pay-yay par kart?/";"";""
"Paguaj me para në dorë.";"Je paie en espèces.";[sound:frFR_SHOPPING_PAY_BY_CASH.mp3];"/ʒə pɛ ɑ̃n ɛspɛs/";"/zhə peh on es-pess/";"";""
"Ndihmë!";"Au secours !";[sound:frFR_EMERGENCY_HELP.mp3];"/o səkuʁ/";"/oh sə-ˈkoor/";"";""
"Më duhet një mjek!";"J’ai besoin d’un médecin !";[sound:frFR_EMERGENCY_DOCTOR.mp3];"/ʒe bəzwɛ̃ dœ̃ medsɛ̃/";"/zhay bə-zwehn dun med-senh/";"";""
"Thirrni policinë!";"Appelez la police !";[sound:frFR_EMERGENCY_POLICE.mp3];"/ap(ə)le la pɔlis/";"/a-peh-lay la po-lees/";"";""
"një";"un";[sound:frFR_NUMBER_ONE.mp3];"/œ̃/";"/uhn~/";"";""
"dy";"deux";[sound:frFR_NUMBER_TWO.mp3];"/dø/";"/døh/";"";""
"tre";"trois";[sound:frFR_NUMBER_THREE.mp3];"/tʁwa/";"/trwah/";"";""
"katër";"quatre";[sound:frFR_NUMBER_FOUR.mp3];"/katʁ/";"/katr/";"";""
"pesë";"cinq";[sound:frFR_NUMBER_FIVE.mp3];"/sɛ̃k/";"/sank~/";"";""
"gjashtë";"six";[sound:frFR_NUMBER_SIX.mp3];"/sis/";"/sees/";"";""
"shtatë";"sept";[sound:frFR_NUMBER_SEVEN.mp3];"/sɛt/";"/set/";"";""
"tetë";"huit";[sound:frFR_NUMBER_EIGHT.mp3];"/ɥit/";"/hweet/";"";""
"nëntë";"neuf";[sound:frFR_NUMBER_NINE.mp3];"/nœf/";"/nœf/";"";""
"dhjetë";"dix";[sound:frFR_NUMBER_TEN.mp3];"/dis/";"/dees/";"";""
