Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Si thuhet … në shqip?";"¿Cómo se dice … en español?";[sound:esCO_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/ˈkomo se ˈdise en espaˈɲol/";"/ˈko-mo se ˈdee-se en es-pa-ˈnyol/";"";""
"Menyja, ju lutem.";"La carta, porfa.";[sound:esCO_REQUEST_MENU.mp3];"/la ˈkaɾta ˈpoɾfa/";"/la ˈkar-ta ˈpor-fa/";"";""
"Kafe";"Café";[sound:esCO_REQUEST_COFFEE.mp3];"/kaˈfe/";"/ka-ˈfe/";"";"En Colombia el café negro se pide también como «tinto»."
"Ujë";"Agua";[sound:esCO_REQUEST_WATER.mp3];"/ˈaɣwa/";"/ˈa-gwa/";"";""
"ju lutem";"porfa";[sound:esCO_REQUEST_PLEASE.mp3];"/ˈpoɾfa/";"/ˈpor-fa/";"";"Coloquial de «por favor», muy usado."
"Llogarinë, ju lutem.";"La cuenta, porfa.";[sound:esCO_REQUEST_BILL.mp3];"/la ˈkwenta ˈpoɾfa/";"/la ˈkwen-ta ˈpor-fa/";"";""
"Jam vegjetarian/e.";"Soy vegetariano/a.";[sound:esCO_DINING_VEGETARIAN.mp3];"/soj βeɣetaˈɾjano(a)/";"/soy ve-he-ta-ˈree-a-no(-a)/";"“-e” for female.";"«-a» para femenino."
"Ishte shumë e shijshme!";"¡Estaba riquísimo!";[sound:esCO_DINING_DELICIOUS.mp3];"/esˈtaβa riˈkisimo/";"/es-ˈta-ba ree-ˈkee-see-mo/";"";""
"Është shumë e mirë!";"¡Está muy rico!";[sound:esCO_DINING_YUMMY.mp3];"/esˈta muj ˈriko/";"/es-ˈta muy ˈree-ko/";"";""
"Ku është stacioni i trenit?";"¿Dónde queda la estación?";[sound:esCO_NAVIGATION_TRAIN_STATION.mp3];"/ˈdonde ˈkeða la estaˈsjon/";"/ˈdon-de ˈke-da la es-ta-ˈsion/";"";""
"Ku është tualeti?";"¿Dónde está el baño?";[sound:esCO_NAVIGATION_RESTROOM.mp3];"/ˈdonde esˈta el ˈbaɲo/";"/ˈdon-de es-ˈta el ˈba-nyo/";"";""
"Ku ka bankomat?";"¿Dónde hay un cajero?";[sound:esCO_NAVIGATION_ATM.mp3];"/ˈdonde aj un kaˈxeɾo/";"/ˈdon-de ai un ka-ˈhe-ro/";"";""
"Sa kushton kjo?";"¿Cuánto vale esto?";[sound:esCO_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈβale ˈesto/";"/ˈkwan-to ˈba-le ˈes-to/";"";""
"Mund të paguaj me kartë?";"¿Puedo pagar con tarjeta?";[sound:esCO_SHOPPING_PAY_BY_CARD.mp3];"/ˈpweðo paˈɣaɾ kon taɾˈxeta/";"/ˈpwe-do pa-ˈgar kon tar-ˈhe-ta/";"";""
"Paguaj me para në dorë.";"Pago en efectivo.";[sound:esCO_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɣo en eˈfektiβo/";"/ˈpa-go en e-fek-ˈti-vo/";"";""
"Ndihmë!";"¡Ayuda!";[sound:esCO_EMERGENCY_HELP.mp3];"/aˈʝuða/";"/a-ˈyu-tha/";"";""
"Më duhet një mjek!";"¡Necesito un médico!";[sound:esCO_EMERGENCY_DOCTOR.mp3];"/neseˈsito un ˈmeðiko/";"/ne-se-ˈsee-toon ˈme-di-ko/";"";""
"Thirrni policinë!";"¡Llame a la policía!";[sound:esCO_EMERGENCY_POLICE.mp3];"/ˈʝame a la poliˈsia/";"/ˈya-me a la po-li-ˈsee-a/";"";""
"një";"uno";[sound:esCO_NUMBER_ONE.mp3];"/ˈuno/";"/ˈu-no/";"";""
"dy";"dos";[sound:esCO_NUMBER_TWO.mp3];"/dos/";"/dos/";"";""
"tre";"tres";[sound:esCO_NUMBER_THREE.mp3];"/tɾes/";"/tres/";"";""
"katër";"cuatro";[sound:esCO_NUMBER_FOUR.mp3];"/ˈkwatɾo/";"/ˈkwa-tro/";"";""
"pesë";"cinco";[sound:esCO_NUMBER_FIVE.mp3];"/ˈsiŋko/";"/ˈseen-ko/";"";""
"gjashtë";"seis";[sound:esCO_NUMBER_SIX.mp3];"/sejs/";"/says/";"";""
"shtatë";"siete";[sound:esCO_NUMBER_SEVEN.mp3];"/ˈsjete/";"/ˈsye-te/";"";""
"tetë";"ocho";[sound:esCO_NUMBER_EIGHT.mp3];"/ˈot͡ʃo/";"/ˈo-cho/";"";""
"nëntë";"nueve";[sound:esCO_NUMBER_NINE.mp3];"/ˈnweβe/";"/ˈnwe-be/";"";""
"dhjetë";"diez";[sound:esCO_NUMBER_TEN.mp3];"/djes/";"/dyehs/";"";""
