Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Chama a polícia!";"Call the police!";[sound:enGB_EMERGENCY_POLICE.mp3];"/kɔːl ðə pəˈliːs/";"/kawl thuh puh-ˈlees/";"";""
"um";"one";[sound:enGB_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"dois";"two";[sound:enGB_NUMBER_TWO.mp3];"/tuː/";"/too/";"";""
"três";"three";[sound:enGB_NUMBER_THREE.mp3];"/θriː/";"/three/";"";""
"quatro";"four";[sound:enGB_NUMBER_FOUR.mp3];"/fɔː/";"/for/";"";""
"cinco";"five";[sound:enGB_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"seis";"six";[sound:enGB_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"sete";"seven";[sound:enGB_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"oito";"eight";[sound:enGB_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"nove";"nine";[sound:enGB_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"dez";"ten";[sound:enGB_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
