Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Coffee";"Kaffee";[sound:deDE_REQUEST_COFFEE.mp3];"/ˈkafeː/";"/ˈka-feh/";"";""
"Water";"Wasser";[sound:deDE_REQUEST_WATER.mp3];"/ˈvasɐ/";"/ˈvas-ser/";"";""
"please";"bitte";[sound:deDE_REQUEST_PLEASE.mp3];"/ˈbɪtə/";"/ˈbi-te/";"Used when asking for things.";"Beim Bestellen/Bitten."
"Could we get the bill, please?";"Die Rechnung, bitte.";[sound:deDE_REQUEST_BILL.mp3];"/diː ˈʁɛçnʊŋ ˈbɪtə/";"/dee ˈrech-nung ˈbi-te/";"";""
"I'm vegetarian.";"Ich bin Vegetarier(in).";[sound:deDE_DINING_VEGETARIAN.mp3];"/ɪç bɪn veɡeˈtaːʁi̯ɐ(ɪn)/";"/ich bin ve-ge-ˈtaar-ee-er(-in)/";"";"„-in“ für weiblich."
"That was delicious!";"War sehr lecker!";[sound:deDE_DINING_DELICIOUS.mp3];"/vaːɐ̯ zeːɐ̯ ˈlɛkɐ/";"/var zair ˈle-ker/";"";""
"This is really tasty!";"Schmeckt richtig gut!";[sound:deDE_DINING_YUMMY.mp3];"/ʃmɛkt ˈʁɪçtɪç ɡuːt/";"/shmekt ˈrich-tich guut/";"";""
"Where's the train station?";"Wo ist der Bahnhof?";[sound:deDE_NAVIGATION_TRAIN_STATION.mp3];"/voː ɪst deːɐ̯ ˈbaːnhoːf/";"/vo ist der ˈbahn-hohf/";"";""
"Where's the toilet?";"Wo ist die Toilette?";[sound:deDE_NAVIGATION_RESTROOM.mp3];"/voː ɪst diː toi̯ˈlɛtə/";"/vo ist dee toi-ˈle-te/";"“Toilet” is the usual word in the UK; “loo” is very informal.";""
"Where's the nearest cash machine?";"Wo ist der nächste Geldautomat?";[sound:deDE_NAVIGATION_ATM.mp3];"/voː ɪst deːɐ̯ ˈnɛːçstə ˈɡɛltʔaʊ̯toːmaːt/";"/vo ist der ˈneech-ste ˈgelt-au-to-maat/";"UK says “cash machine” more than “ATM”.";""
"How much is this?";"Was kostet das?";[sound:deDE_SHOPPING_HOW_MUCH.mp3];"/vas ˈkɔstət das/";"/vas ˈkos-tet das/";"";""
"Can I pay by card?";"Kann ich mit Karte zahlen?";[sound:deDE_SHOPPING_PAY_BY_CARD.mp3];"/kan ɪç mɪt ˈkaʁtə ˈtsaːlən/";"/kan ich mit ˈkar-te ˈtsa-len/";"";""
"I'll pay in cash.";"Ich zahle bar.";[sound:deDE_SHOPPING_PAY_BY_CASH.mp3];"/ɪç ˈtsaːlə baːɐ̯/";"/ich ˈtsa-le baar/";"";""
"Help!";"Hilfe!";[sound:deDE_EMERGENCY_HELP.mp3];"/ˈhɪlfə/";"/ˈhil-fe/";"";""
"I need a doctor!";"Ich brauche einen Arzt!";[sound:deDE_EMERGENCY_DOCTOR.mp3];"/ɪç ˈbʁaʊ̯xə ˈaɪ̯nən aːɐ̯tst/";"/ich ˈbrow-che ˈai-nen arzt/";"";""
"Call the police!";"Rufen Sie die Polizei!";[sound:deDE_EMERGENCY_POLICE.mp3];"/ˈʁuːfn̩ ziː diː pɔliˈt͡saɪ̯/";"/ˈruu-fen zee dee po-li-ˈtsai/";"";""
"one";"eins";[sound:deDE_NUMBER_ONE.mp3];"/aɪ̯ns/";"/ains/";"";""
"two";"zwei";[sound:deDE_NUMBER_TWO.mp3];"/t͡svaɪ̯/";"/tsvai/";"";""
"three";"drei";[sound:deDE_NUMBER_THREE.mp3];"/dʁaɪ̯/";"/drai/";"";""
"four";"vier";[sound:deDE_NUMBER_FOUR.mp3];"/fiːɐ̯/";"/feer/";"";""
"five";"fünf";[sound:deDE_NUMBER_FIVE.mp3];"/fʏnf/";"/fuenf/";"";""
"six";"sechs";[sound:deDE_NUMBER_SIX.mp3];"/zɛks/";"/zeks/";"";""
"seven";"sieben";[sound:deDE_NUMBER_SEVEN.mp3];"/ˈziːbən/";"/ˈzee-ben/";"";""
"eight";"acht";[sound:deDE_NUMBER_EIGHT.mp3];"/axt/";"/acht/";"";""
"nine";"neun";[sound:deDE_NUMBER_NINE.mp3];"/nɔʏ̯n/";"/noyn/";"";""
"ten";"zehn";[sound:deDE_NUMBER_TEN.mp3];"/tseːn/";"/tsehn/";"";""
