Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"コーヒー";"Caffè";[sound:itIT_REQUEST_COFFEE.mp3];"/kafˈfɛ/";"/kaf-ˈfeh/";"";""
"お水";"Acqua";[sound:itIT_REQUEST_WATER.mp3];"/ˈakkwa/";"/ˈak-qua/";"";""
"お願いします";"per favore";[sound:itIT_REQUEST_PLEASE.mp3];"/per faˈvoːre/";"/per fa-ˈvo-re/";"";""
"お会計お願いします。";"Il conto, per favore.";[sound:itIT_REQUEST_BILL.mp3];"/il ˈkonto per faˈvoːre/";"/eel ˈkon-to, per fa-ˈvo-re/";"";""
"ベジタリアンです。";"Sono vegetariano/a.";[sound:itIT_DINING_VEGETARIAN.mp3];"/ˈsoːno ved͡ʒetaˈrjano(a)/";"/ˈso-no ve-je-ta-ˈrya-no(-a)/";"";"“-a” for female."
"すごくおいしかった！";"Era buonissimo!";[sound:itIT_DINING_DELICIOUS.mp3];"/ˈeːra bwoˈnisːimo/";"/ˈeh-ra bwo-ˈnee-see-mo/";"";""
"めっちゃおいしい！";"È davvero buono!";[sound:itIT_DINING_YUMMY.mp3];"/ɛ davˈvɛro ˈbwɔno/";"/eh dav-ˈve-ro ˈbwo-no/";"Casual emphasis; very common.";""
"駅はどこですか？";"Dov’è la stazione?";[sound:itIT_NAVIGATION_TRAIN_STATION.mp3];"/doˈvɛ la statˈtsjoːne/";"/do-ˈveh la sta-ˈtsyo-ne/";"";""
"トイレはどこですか？";"Dov’è il bagno?";[sound:itIT_NAVIGATION_RESTROOM.mp3];"/doˈvɛ il ˈbaɲɲo/";"/do-ˈveh il ˈban-nyo/";"";""
"ATMはどこですか？";"Dov’è il bancomat?";[sound:itIT_NAVIGATION_ATM.mp3];"/doˈvɛ il ˈbaŋkomat/";"/do-ˈveh il ˈban-ko-mat/";"";""
"これ、いくらですか？";"Quanto costa?";[sound:itIT_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈkɔsta/";"/ˈkwan-to ˈkos-ta/";"";""
"カードで払えますか？";"Posso pagare con la carta?";[sound:itIT_SHOPPING_PAY_BY_CARD.mp3];"/ˈposso paˈɡaːre kon la ˈkarta/";"/ˈpos-so pa-ˈga-re kon la ˈkar-ta/";"";""
"現金で払います。";"Pago in contanti.";[sound:itIT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡo in konˈtanti/";"/ˈpa-go in kon-ˈtan-tee/";"";""
"助けて！";"Aiuto!";[sound:itIT_EMERGENCY_HELP.mp3];"/aiˈuːto/";"/ai-ˈyoo-to/";"";""
"お医者さんお願いします！";"Ho bisogno di un medico!";[sound:itIT_EMERGENCY_DOCTOR.mp3];"/o biˈzoɲɲo di un ˈmɛdiko/";"/o bee-ˈzohn-nyo dee oon ˈme-dee-ko/";"";""
"警察を呼んでください！";"Chiami la polizia!";[sound:itIT_EMERGENCY_POLICE.mp3];"/ˈkjaːmi la poliˈt͡sia/";"/ˈkya-mee la po-li-ˈtsee-a/";"";""
"いち";"uno";[sound:itIT_NUMBER_ONE.mp3];"/ˈuːno/";"/ˈoo-no/";"";""
"に";"due";[sound:itIT_NUMBER_TWO.mp3];"/ˈduːe/";"/ˈdoo-eh/";"";""
"さん";"tre";[sound:itIT_NUMBER_THREE.mp3];"/tre/";"/treh/";"";""
"よん";"quattro";[sound:itIT_NUMBER_FOUR.mp3];"/ˈkwattro/";"/ˈkwa-tro/";"";""
"ご";"cinque";[sound:itIT_NUMBER_FIVE.mp3];"/ˈt͡ʃiŋkwe/";"/ˈchin-kwe/";"";""
"ろく";"sei";[sound:itIT_NUMBER_SIX.mp3];"/sɛi/";"/say/";"";""
"なな";"sette";[sound:itIT_NUMBER_SEVEN.mp3];"/ˈsɛtte/";"/ˈset-te/";"";""
"はち";"otto";[sound:itIT_NUMBER_EIGHT.mp3];"/ˈɔtto/";"/ˈot-to/";"";""
"きゅう";"nove";[sound:itIT_NUMBER_NINE.mp3];"/ˈnɔve/";"/ˈno-veh/";"";""
"じゅう";"dieci";[sound:itIT_NUMBER_TEN.mp3];"/ˈdjɛt͡ʃi/";"/ˈdye-chee/";"";""
