Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"uno";"un";[sound:frFR_NUMBER_ONE.mp3];"/œ̃/";"/uhn~/";"";""
"dos";"deux";[sound:frFR_NUMBER_TWO.mp3];"/dø/";"/døh/";"";""
"tres";"trois";[sound:frFR_NUMBER_THREE.mp3];"/tʁwa/";"/trwah/";"";""
"cuatro";"quatre";[sound:frFR_NUMBER_FOUR.mp3];"/katʁ/";"/katr/";"";""
"cinco";"cinq";[sound:frFR_NUMBER_FIVE.mp3];"/sɛ̃k/";"/sank~/";"";""
"seis";"six";[sound:frFR_NUMBER_SIX.mp3];"/sis/";"/sees/";"";""
"siete";"sept";[sound:frFR_NUMBER_SEVEN.mp3];"/sɛt/";"/set/";"";""
"ocho";"huit";[sound:frFR_NUMBER_EIGHT.mp3];"/ɥit/";"/hweet/";"";""
"nueve";"neuf";[sound:frFR_NUMBER_NINE.mp3];"/nœf/";"/nœf/";"";""
"diez";"dix";[sound:frFR_NUMBER_TEN.mp3];"/dis/";"/dees/";"";""
