Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Je comprends pas.";"Non capisco.";[sound:itIT_COMMUNICATION_DONT_UNDERSTAND.mp3];"/non kaˈpisko/";"/non ka-ˈpees-ko/";"";""
"Vous parlez anglais ?";"Parla inglese?";[sound:itIT_COMMUNICATION_SPEAK_ENGLISH.mp3];"/ˈparla iŋˈɡleze/";"/ˈpar-la ing-ˈle-ze/";"";""
"Plus lentement, s’il vous plaît.";"Un po' più piano, per favore.";[sound:itIT_COMMUNICATION_SPEAK_SLOWER.mp3];"/um pɔ pjʊ ˈpjano per faˈvoːre/";"/oon po pyoo ˈpya-no, per fa-ˈvo-re/";"";""
"Je parle pas très bien français.";"Il mio italiano non è granché.";[sound:itIT_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/il ˈmi.o italiˈaːno non ɛ ɡraŋˈke/";"/il ˈmee-o ee-ta-lya-no non eh gran-ˈkeh/";"";""
"Comment on dit … en français ?";"Come si dice … in italiano?";[sound:itIT_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/ˈkome si ˈdit͡ʃe in italiˈaːno/";"/ˈko-me see ˈdee-che in ee-ta-lya-no/";"";""
"La carte, s’il vous plaît.";"Il menù, per favore.";[sound:itIT_REQUEST_MENU.mp3];"/il meˈnu per faˈvoːre/";"/eel me-ˈnu, per fa-ˈvo-re/";"";""
"Café";"Caffè";[sound:itIT_REQUEST_COFFEE.mp3];"/kafˈfɛ/";"/kaf-ˈfeh/";"";""
"Eau";"Acqua";[sound:itIT_REQUEST_WATER.mp3];"/ˈakkwa/";"/ˈak-qua/";"";""
"s’il vous plaît";"per favore";[sound:itIT_REQUEST_PLEASE.mp3];"/per faˈvoːre/";"/per fa-ˈvo-re/";"";""
"L’addition, s’il vous plaît.";"Il conto, per favore.";[sound:itIT_REQUEST_BILL.mp3];"/il ˈkonto per faˈvoːre/";"/eel ˈkon-to, per fa-ˈvo-re/";"";""
"Je suis végétarien(ne).";"Sono vegetariano/a.";[sound:itIT_DINING_VEGETARIAN.mp3];"/ˈsoːno ved͡ʒetaˈrjano(a)/";"/ˈso-no ve-je-ta-ˈrya-no(-a)/";"Add -(ne) if female.";"“-a” for female."
"C’était délicieux !";"Era buonissimo!";[sound:itIT_DINING_DELICIOUS.mp3];"/ˈeːra bwoˈnisːimo/";"/ˈeh-ra bwo-ˈnee-see-mo/";"";""
"C’est trop bon !";"È davvero buono!";[sound:itIT_DINING_YUMMY.mp3];"/ɛ davˈvɛro ˈbwɔno/";"/eh dav-ˈve-ro ˈbwo-no/";"";""
"Où est la gare ?";"Dov’è la stazione?";[sound:itIT_NAVIGATION_TRAIN_STATION.mp3];"/doˈvɛ la statˈtsjoːne/";"/do-ˈveh la sta-ˈtsyo-ne/";"";""
"Où sont les toilettes ?";"Dov’è il bagno?";[sound:itIT_NAVIGATION_RESTROOM.mp3];"/doˈvɛ il ˈbaɲɲo/";"/do-ˈveh il ˈban-nyo/";"";""
"Où est le distributeur ?";"Dov’è il bancomat?";[sound:itIT_NAVIGATION_ATM.mp3];"/doˈvɛ il ˈbaŋkomat/";"/do-ˈveh il ˈban-ko-mat/";"";""
"C’est combien ?";"Quanto costa?";[sound:itIT_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈkɔsta/";"/ˈkwan-to ˈkos-ta/";"";""
"Je peux payer par carte ?";"Posso pagare con la carta?";[sound:itIT_SHOPPING_PAY_BY_CARD.mp3];"/ˈposso paˈɡaːre kon la ˈkarta/";"/ˈpos-so pa-ˈga-re kon la ˈkar-ta/";"";""
"Je paie en espèces.";"Pago in contanti.";[sound:itIT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡo in konˈtanti/";"/ˈpa-go in kon-ˈtan-tee/";"";""
"Au secours !";"Aiuto!";[sound:itIT_EMERGENCY_HELP.mp3];"/aiˈuːto/";"/ai-ˈyoo-to/";"";""
"J’ai besoin d’un médecin !";"Ho bisogno di un medico!";[sound:itIT_EMERGENCY_DOCTOR.mp3];"/o biˈzoɲɲo di un ˈmɛdiko/";"/o bee-ˈzohn-nyo dee oon ˈme-dee-ko/";"";""
"Appelez la police !";"Chiami la polizia!";[sound:itIT_EMERGENCY_POLICE.mp3];"/ˈkjaːmi la poliˈt͡sia/";"/ˈkya-mee la po-li-ˈtsee-a/";"";""
"un";"uno";[sound:itIT_NUMBER_ONE.mp3];"/ˈuːno/";"/ˈoo-no/";"";""
"deux";"due";[sound:itIT_NUMBER_TWO.mp3];"/ˈduːe/";"/ˈdoo-eh/";"";""
"trois";"tre";[sound:itIT_NUMBER_THREE.mp3];"/tre/";"/treh/";"";""
"quatre";"quattro";[sound:itIT_NUMBER_FOUR.mp3];"/ˈkwattro/";"/ˈkwa-tro/";"";""
"cinq";"cinque";[sound:itIT_NUMBER_FIVE.mp3];"/ˈt͡ʃiŋkwe/";"/ˈchin-kwe/";"";""
"six";"sei";[sound:itIT_NUMBER_SIX.mp3];"/sɛi/";"/say/";"";""
"sept";"sette";[sound:itIT_NUMBER_SEVEN.mp3];"/ˈsɛtte/";"/ˈset-te/";"";""
"huit";"otto";[sound:itIT_NUMBER_EIGHT.mp3];"/ˈɔtto/";"/ˈot-to/";"";""
"neuf";"nove";[sound:itIT_NUMBER_NINE.mp3];"/ˈnɔve/";"/ˈno-veh/";"";""
"dix";"dieci";[sound:itIT_NUMBER_TEN.mp3];"/ˈdjɛt͡ʃi/";"/ˈdye-chee/";"";""
