Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Cardápio, por favor.";"A ementa, se faz favor.";[sound:ptPT_REQUEST_MENU.mp3];"/ɐ iˈmẽtɐ, sɨ faʃ fɐˈvoɾ/";"/a i-ˈmen-ta, si fash fa-ˈvor/";"";""
"Café";"Café";[sound:ptPT_REQUEST_COFFEE.mp3];"/kɐˈfɛ/";"/ka-ˈfeh/";"";""
"Água";"Água";[sound:ptPT_REQUEST_WATER.mp3];"/ˈaɣwɐ/";"/ˈa-gwa/";"";""
"por favor";"se faz favor";[sound:ptPT_REQUEST_PLEASE.mp3];"/sɨ faʃ fɐˈvoɾ/";"/si fash fa-ˈvor/";"";""
"A conta, por favor.";"A conta, se faz favor.";[sound:ptPT_REQUEST_BILL.mp3];"/ɐ ˈkõtɐ, sɨ faʃ fɐˈvoɾ/";"/a ˈkon-ta, si fash fa-ˈvor/";"";""
"Sou vegetariano/a.";"Sou vegetariano/a.";[sound:ptPT_DINING_VEGETARIAN.mp3];"/so(w) vɨʒɨtɐɾiˈɐnu(a)/";"/so ve-zhe-ta-ree-ˈa-no(-a)/";"“-a” for female.";"“-a” para feminino."
"Tava uma delícia!";"Estava delicioso!";[sound:ptPT_DINING_DELICIOUS.mp3];"/(ɨ)ʃˈtavɐ dɨliˈsjozu/";"/sh-ˈta-va dɨ-lee-ˈsyo-zu/";"";""
"Tá muito bom!";"Está mesmo bom!";[sound:ptPT_DINING_YUMMY.mp3];"/(ɨ)ʃˈta ˈmeʒmu bõ/";"/sh-ˈta ˈmezh-moo bohng~/";"";""
"Onde fica a estação?";"Onde fica a estação?";[sound:ptPT_NAVIGATION_TRAIN_STATION.mp3];"/ˈõdɨ ˈfikɐ ɐ (ɨ)ʃtɐˈsɐ̃w̃/";"/ON-dih FEE-ka a sh-ta-ˈsown~/";"";""
"Onde fica o banheiro?";"Onde fica a casa de banho?";[sound:ptPT_NAVIGATION_RESTROOM.mp3];"/ˈõdɨ ˈfikɐ ɐ ˈkazɐ ðɨ ˈbɐɲu/";"/ON-dih FEE-ka a ˈka-za dɨ ˈba-nyu/";"";""
"Onde tem caixa eletrônico?";"Onde há multibanco?";[sound:ptPT_NAVIGATION_ATM.mp3];"/ˈõdɨ a muliˈtibɐ̃ku/";"/ON-dih a mul-ee-ˈtee-ban-ku/";"";""
"Quanto é?";"Quanto é?";[sound:ptPT_SHOPPING_HOW_MUCH.mp3];"/ˈkwɐ̃tu ɛ/";"/ˈkwan-too eh?/";"";""
"Posso pagar com cartão?";"Posso pagar com cartão?";[sound:ptPT_SHOPPING_PAY_BY_CARD.mp3];"/ˈpɔsu pɐˈɡaɾ kõ kɐɾˈtɐ̃w̃/";"/ˈpo-su pa-ˈgar kong kar-ˈtawn~?/";"";""
"Pago em dinheiro.";"Pago em dinheiro.";[sound:ptPT_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɡu ẽ dɨˈɲejɾu/";"/ˈpa-go eng dɨ-ˈnye-ru/";"";""
"Socorro!";"Socorro!";[sound:ptPT_EMERGENCY_HELP.mp3];"/suˈkoʁu/";"/su-ˈko-hru/";"";""
"Preciso de um médico!";"Preciso de um médico!";[sound:ptPT_EMERGENCY_DOCTOR.mp3];"/pɾɨˈsiz(u) ð(ɨ) ũ ˈmɛðiku/";"/prɨ-ˈsi-zu d(ɨ) oon ˈme-dee-ku/";"";""
"Chama a polícia!";"Chame a polícia!";[sound:ptPT_EMERGENCY_POLICE.mp3];"/ˈʃɐmɨ ɐ puˈlisjɐ/";"/SHA-mi a po-ˈlee-sya/";"";""
"um";"um";[sound:ptPT_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"dois";"dois";[sound:ptPT_NUMBER_TWO.mp3];"/ˈdojʃ/";"/ˈdoysh/";"";""
"três";"três";[sound:ptPT_NUMBER_THREE.mp3];"/tɾeʃ/";"/trehsh/";"";""
"quatro";"quatro";[sound:ptPT_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tru/";"";""
"cinco";"cinco";[sound:ptPT_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-ku/";"";""
"seis";"seis";[sound:ptPT_NUMBER_SIX.mp3];"/sejʃ/";"/saysh/";"";""
"sete";"sete";[sound:ptPT_NUMBER_SEVEN.mp3];"/ˈsɛt(ɨ)/";"/ˈseh-t(uh)/";"";""
"oito";"oito";[sound:ptPT_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"nove";"nove";[sound:ptPT_NUMBER_NINE.mp3];"/ˈnɔv(ɨ)/";"/ˈno-v(uh)/";"";""
"dez";"dez";[sound:ptPT_NUMBER_TEN.mp3];"/dɛʃ/";"/desh/";"";""
