Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Ho bisogno di un medico!";"お医者さんお願いします！";[sound:jaJP_EMERGENCY_DOCTOR.mp3];"/o iɕa saɴ one̞ɡaishimasɯ/";"/o ee-sha-san o-ne-gai-shi-mas!/";"";""
"Chiami la polizia!";"警察を呼んでください！";[sound:jaJP_EMERGENCY_POLICE.mp3];"/keːsatsɯ o jo̞nde̞ kɯɾasai̯/";"/kay-satsu o yon-de ku-ra-sai!/";"";""
"uno";"いち";[sound:jaJP_NUMBER_ONE.mp3];"/it͡ɕi/";"/ee-chee/";"";""
"due";"に";[sound:jaJP_NUMBER_TWO.mp3];"/ni/";"/nee/";"";""
"tre";"さん";[sound:jaJP_NUMBER_THREE.mp3];"/saɴ/";"/sahn/";"";""
"quattro";"よん";[sound:jaJP_NUMBER_FOUR.mp3];"/joɴ/";"/yohn/";"";""
"cinque";"ご";[sound:jaJP_NUMBER_FIVE.mp3];"/ɡo/";"/goh/";"";""
"sei";"ろく";[sound:jaJP_NUMBER_SIX.mp3];"/ɾokɯ/";"/ro-ku/";"";""
"sette";"なな";[sound:jaJP_NUMBER_SEVEN.mp3];"/nana/";"/na-na/";"";""
"otto";"はち";[sound:jaJP_NUMBER_EIGHT.mp3];"/hat͡ɕi/";"/ha-chee/";"";""
"nove";"きゅう";[sound:jaJP_NUMBER_NINE.mp3];"/kʲɯː/";"/kyuu/";"";""
"dieci";"じゅう";[sound:jaJP_NUMBER_TEN.mp3];"/dʑɯː/";"/jyuu/";"";""
