Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"¡Llame a la policía!";"Chama a polícia!";[sound:ptBR_EMERGENCY_POLICE.mp3];"/ˈʃɐmɐ a poˈlisjɐ/";"/SHA-ma a po-ˈlee-sya/";"";""
"uno";"um";[sound:ptBR_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"dos";"dois";[sound:ptBR_NUMBER_TWO.mp3];"/doi̯s/";"/doys/";"";""
"tres";"três";[sound:ptBR_NUMBER_THREE.mp3];"/tɾe̞j̯s/";"/trays/";"";""
"cuatro";"quatro";[sound:ptBR_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tro/";"";""
"cinco";"cinco";[sound:ptBR_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-koo/";"";""
"seis";"seis";[sound:ptBR_NUMBER_SIX.mp3];"/se̞j̯s/";"/says/";"";""
"siete";"sete";[sound:ptBR_NUMBER_SEVEN.mp3];"/ˈsɛt͡ʃi/";"/ˈseh-chee/";"";""
"ocho";"oito";[sound:ptBR_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"nueve";"nove";[sound:ptBR_NUMBER_NINE.mp3];"/ˈnɔvi/";"/ˈno-vee/";"";""
"diez";"dez";[sound:ptBR_NUMBER_TEN.mp3];"/dɛz/";"/dez/";"";""
