Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Kahve";"Café";[sound:frFR_REQUEST_COFFEE.mp3];"/kafe/";"/ka-feh/";"";""
"Su";"Eau";[sound:frFR_REQUEST_WATER.mp3];"/o/";"/oh/";"";""
"lütfen";"s’il vous plaît";[sound:frFR_REQUEST_PLEASE.mp3];"/sil vu plɛ/";"/seel voo pleh/";"";""
"Hesap lütfen.";"L’addition, s’il vous plaît.";[sound:frFR_REQUEST_BILL.mp3];"/ladisjɔ̃ sil vu plɛ/";"/la-dee-syon~ seel voo pleh/";"";""
"Vejetaryenim.";"Je suis végétarien(ne).";[sound:frFR_DINING_VEGETARIAN.mp3];"/ʒə sɥi veʒetaʁjɛn/";"/zhə swee ve-zhe-ta-ryen/";"";"Add -(ne) if female."
"Çok lezzetliydi!";"C’était délicieux !";[sound:frFR_DINING_DELICIOUS.mp3];"/sete delisjø/";"/seh-teh de-lee-syuh/";"";""
"Harika olmuş!";"C’est trop bon !";[sound:frFR_DINING_YUMMY.mp3];"/se tʁo bɔ̃/";"/seh tro bon~/";"";""
"Tren istasyonu nerede?";"Où est la gare ?";[sound:frFR_NAVIGATION_TRAIN_STATION.mp3];"/u ɛ la ɡaʁ/";"/oo eh la gar/";"";""
"Tuvalet nerede?";"Où sont les toilettes ?";[sound:frFR_NAVIGATION_RESTROOM.mp3];"/u sɔ̃ le twalɛt/";"/oo son~ lay twa-let/";"";""
"En yakın ATM nerede?";"Où est le distributeur ?";[sound:frFR_NAVIGATION_ATM.mp3];"/u ɛ lə distʁibyˈtœʁ/";"/oo eh lə dis-tri-bü-ˈtœr/";"";""
"Bu ne kadar?";"C’est combien ?";[sound:frFR_SHOPPING_HOW_MUCH.mp3];"/se kɔ̃bjɛ̃/";"/seh kon~-byehn?/";"";""
"Kartla ödeyebilir miyim?";"Je peux payer par carte ?";[sound:frFR_SHOPPING_PAY_BY_CARD.mp3];"/ʒə pø peje paʁ kaʁt/";"/zhə pœ pay-yay par kart?/";"";""
"Nakit ödeyeceğim.";"Je paie en espèces.";[sound:frFR_SHOPPING_PAY_BY_CASH.mp3];"/ʒə pɛ ɑ̃n ɛspɛs/";"/zhə peh on es-pess/";"";""
"Yardım!";"Au secours !";[sound:frFR_EMERGENCY_HELP.mp3];"/o səkuʁ/";"/oh sə-ˈkoor/";"";""
"Doktora ihtiyacım var!";"J’ai besoin d’un médecin !";[sound:frFR_EMERGENCY_DOCTOR.mp3];"/ʒe bəzwɛ̃ dœ̃ medsɛ̃/";"/zhay bə-zwehn dun med-senh/";"";""
"Polisi arayın!";"Appelez la police !";[sound:frFR_EMERGENCY_POLICE.mp3];"/ap(ə)le la pɔlis/";"/a-peh-lay la po-lees/";"";""
"bir";"un";[sound:frFR_NUMBER_ONE.mp3];"/œ̃/";"/uhn~/";"";""
"iki";"deux";[sound:frFR_NUMBER_TWO.mp3];"/dø/";"/døh/";"";""
"üç";"trois";[sound:frFR_NUMBER_THREE.mp3];"/tʁwa/";"/trwah/";"";""
"dört";"quatre";[sound:frFR_NUMBER_FOUR.mp3];"/katʁ/";"/katr/";"";""
"beş";"cinq";[sound:frFR_NUMBER_FIVE.mp3];"/sɛ̃k/";"/sank~/";"";""
"altı";"six";[sound:frFR_NUMBER_SIX.mp3];"/sis/";"/sees/";"";""
"yedi";"sept";[sound:frFR_NUMBER_SEVEN.mp3];"/sɛt/";"/set/";"";""
"sekiz";"huit";[sound:frFR_NUMBER_EIGHT.mp3];"/ɥit/";"/hweet/";"";""
"dokuz";"neuf";[sound:frFR_NUMBER_NINE.mp3];"/nœf/";"/nœf/";"";""
"on";"dix";[sound:frFR_NUMBER_TEN.mp3];"/dis/";"/dees/";"";""
