Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Ku është stacioni i trenit?";"¿Dónde está la estación?";[sound:esES_NAVIGATION_TRAIN_STATION.mp3];"/ˈdonde esˈta la estaˈθjon/";"/ˈdon-de es-ˈta la es-ta-ˈthyon/";"";""
"Ku është tualeti?";"¿Dónde está el baño?";[sound:esES_NAVIGATION_RESTROOM.mp3];"/ˈdonde esˈta el ˈbaɲo/";"/ˈdon-de es-ˈta el ˈba-nyo/";"";""
"Ku ka bankomat?";"¿Dónde hay un cajero?";[sound:esES_NAVIGATION_ATM.mp3];"/ˈdonde aj un kaˈxeɾo/";"/ˈdon-de ai un ka-ˈhe-ro/";"";""
"Sa kushton kjo?";"¿Cuánto cuesta?";[sound:esES_SHOPPING_HOW_MUCH.mp3];"/ˈkwanto ˈkwesta/";"/ˈkwan-to ˈkwes-ta/";"";""
"Mund të paguaj me kartë?";"¿Puedo pagar con tarjeta?";[sound:esES_SHOPPING_PAY_BY_CARD.mp3];"/ˈpweðo paˈɣaɾ kon taɾˈxeta/";"/ˈpwe-do pa-ˈgar kon tar-ˈhe-ta/";"";""
"Paguaj me para në dorë.";"Pago en efectivo.";[sound:esES_SHOPPING_PAY_BY_CASH.mp3];"/ˈpaɣo en eˈfektiβo/";"/ˈpa-go en e-fek-ˈti-vo/";"";""
"Ndihmë!";"¡Ayuda!";[sound:esES_EMERGENCY_HELP.mp3];"/aˈʝuða/";"/a-ˈyu-da/";"";""
"Më duhet një mjek!";"¡Necesito un médico!";[sound:esES_EMERGENCY_DOCTOR.mp3];"/neθeˈθito un ˈmeðiko/";"/ne-the-ˈthi-to un ˈme-di-ko/";"";""
"Thirrni policinë!";"¡Llame a la policía!";[sound:esES_EMERGENCY_POLICE.mp3];"/ˈʝame a la poliˈθia/";"/ˈya-me a la po-li-ˈthia/";"";""
"një";"uno";[sound:esES_NUMBER_ONE.mp3];"/ˈuno/";"/ˈu-no/";"";""
"dy";"dos";[sound:esES_NUMBER_TWO.mp3];"/dos/";"/dos/";"";""
"tre";"tres";[sound:esES_NUMBER_THREE.mp3];"/tɾes/";"/tres/";"";""
"katër";"cuatro";[sound:esES_NUMBER_FOUR.mp3];"/ˈkwatɾo/";"/ˈkwa-tro/";"";""
"pesë";"cinco";[sound:esES_NUMBER_FIVE.mp3];"/ˈθiŋko/";"/ˈthin-ko/";"";""
"gjashtë";"seis";[sound:esES_NUMBER_SIX.mp3];"/sejs/";"/says/";"";""
"shtatë";"siete";[sound:esES_NUMBER_SEVEN.mp3];"/ˈsjete/";"/ˈsye-te/";"";""
"tetë";"ocho";[sound:esES_NUMBER_EIGHT.mp3];"/ˈot͡ʃo/";"/ˈo-cho/";"";""
"nëntë";"nueve";[sound:esES_NUMBER_NINE.mp3];"/ˈnweβe/";"/ˈnwe-be/";"";""
"dhjetë";"diez";[sound:esES_NUMBER_TEN.mp3];"/ˈdjeθ/";"/ˈdye-th/";"";""
