Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"日本語はあまり上手じゃないです。";"Mein Deutsch ist noch nicht so gut.";[sound:deDE_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/maɪ̯n dɔʏ̯t͡ʃ ɪst nɔx nɪçt zoː ɡuːt/";"/main doitsh ist noch nicht zo guut/";"";""
"…は日本語で何と言いますか？";"Wie sagt man … auf Deutsch?";[sound:deDE_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/viː zaːkt man aʊ̯f dɔʏ̯t͡ʃ/";"/vee zaakt man auf doitsh/";"";""
"メニューお願いします。";"Speisekarte, bitte.";[sound:deDE_REQUEST_MENU.mp3];"/ˈʃpaɪ̯zəˌkaʁtə ˈbɪtə/";"/ˈshpai-ze-kar-te ˈbi-te/";"";""
"コーヒー";"Kaffee";[sound:deDE_REQUEST_COFFEE.mp3];"/ˈkafeː/";"/ˈka-feh/";"";""
"お水";"Wasser";[sound:deDE_REQUEST_WATER.mp3];"/ˈvasɐ/";"/ˈvas-ser/";"";""
"お願いします";"bitte";[sound:deDE_REQUEST_PLEASE.mp3];"/ˈbɪtə/";"/ˈbi-te/";"";"Beim Bestellen/Bitten."
"お会計お願いします。";"Die Rechnung, bitte.";[sound:deDE_REQUEST_BILL.mp3];"/diː ˈʁɛçnʊŋ ˈbɪtə/";"/dee ˈrech-nung ˈbi-te/";"";""
"ベジタリアンです。";"Ich bin Vegetarier(in).";[sound:deDE_DINING_VEGETARIAN.mp3];"/ɪç bɪn veɡeˈtaːʁi̯ɐ(ɪn)/";"/ich bin ve-ge-ˈtaar-ee-er(-in)/";"";"„-in“ für weiblich."
"すごくおいしかった！";"War sehr lecker!";[sound:deDE_DINING_DELICIOUS.mp3];"/vaːɐ̯ zeːɐ̯ ˈlɛkɐ/";"/var zair ˈle-ker/";"";""
"めっちゃおいしい！";"Schmeckt richtig gut!";[sound:deDE_DINING_YUMMY.mp3];"/ʃmɛkt ˈʁɪçtɪç ɡuːt/";"/shmekt ˈrich-tich guut/";"Casual emphasis; very common.";""
"駅はどこですか？";"Wo ist der Bahnhof?";[sound:deDE_NAVIGATION_TRAIN_STATION.mp3];"/voː ɪst deːɐ̯ ˈbaːnhoːf/";"/vo ist der ˈbahn-hohf/";"";""
"トイレはどこですか？";"Wo ist die Toilette?";[sound:deDE_NAVIGATION_RESTROOM.mp3];"/voː ɪst diː toi̯ˈlɛtə/";"/vo ist dee toi-ˈle-te/";"";""
"ATMはどこですか？";"Wo ist der nächste Geldautomat?";[sound:deDE_NAVIGATION_ATM.mp3];"/voː ɪst deːɐ̯ ˈnɛːçstə ˈɡɛltʔaʊ̯toːmaːt/";"/vo ist der ˈneech-ste ˈgelt-au-to-maat/";"";""
"これ、いくらですか？";"Was kostet das?";[sound:deDE_SHOPPING_HOW_MUCH.mp3];"/vas ˈkɔstət das/";"/vas ˈkos-tet das/";"";""
"カードで払えますか？";"Kann ich mit Karte zahlen?";[sound:deDE_SHOPPING_PAY_BY_CARD.mp3];"/kan ɪç mɪt ˈkaʁtə ˈtsaːlən/";"/kan ich mit ˈkar-te ˈtsa-len/";"";""
"現金で払います。";"Ich zahle bar.";[sound:deDE_SHOPPING_PAY_BY_CASH.mp3];"/ɪç ˈtsaːlə baːɐ̯/";"/ich ˈtsa-le baar/";"";""
"助けて！";"Hilfe!";[sound:deDE_EMERGENCY_HELP.mp3];"/ˈhɪlfə/";"/ˈhil-fe/";"";""
"お医者さんお願いします！";"Ich brauche einen Arzt!";[sound:deDE_EMERGENCY_DOCTOR.mp3];"/ɪç ˈbʁaʊ̯xə ˈaɪ̯nən aːɐ̯tst/";"/ich ˈbrow-che ˈai-nen arzt/";"";""
"警察を呼んでください！";"Rufen Sie die Polizei!";[sound:deDE_EMERGENCY_POLICE.mp3];"/ˈʁuːfn̩ ziː diː pɔliˈt͡saɪ̯/";"/ˈruu-fen zee dee po-li-ˈtsai/";"";""
"いち";"eins";[sound:deDE_NUMBER_ONE.mp3];"/aɪ̯ns/";"/ains/";"";""
"に";"zwei";[sound:deDE_NUMBER_TWO.mp3];"/t͡svaɪ̯/";"/tsvai/";"";""
"さん";"drei";[sound:deDE_NUMBER_THREE.mp3];"/dʁaɪ̯/";"/drai/";"";""
"よん";"vier";[sound:deDE_NUMBER_FOUR.mp3];"/fiːɐ̯/";"/feer/";"";""
"ご";"fünf";[sound:deDE_NUMBER_FIVE.mp3];"/fʏnf/";"/fuenf/";"";""
"ろく";"sechs";[sound:deDE_NUMBER_SIX.mp3];"/zɛks/";"/zeks/";"";""
"なな";"sieben";[sound:deDE_NUMBER_SEVEN.mp3];"/ˈziːbən/";"/ˈzee-ben/";"";""
"はち";"acht";[sound:deDE_NUMBER_EIGHT.mp3];"/axt/";"/acht/";"";""
"きゅう";"neun";[sound:deDE_NUMBER_NINE.mp3];"/nɔʏ̯n/";"/noyn/";"";""
"じゅう";"zehn";[sound:deDE_NUMBER_TEN.mp3];"/tseːn/";"/tsehn/";"";""
