Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Chame a polícia!";"Chama a polícia!";[sound:ptBR_EMERGENCY_POLICE.mp3];"/ˈʃɐmɐ a poˈlisjɐ/";"/SHA-ma a po-ˈlee-sya/";"";""
"um";"um";[sound:ptBR_NUMBER_ONE.mp3];"/ũ/";"/oong~/";"";""
"dois";"dois";[sound:ptBR_NUMBER_TWO.mp3];"/doi̯s/";"/doys/";"";""
"três";"três";[sound:ptBR_NUMBER_THREE.mp3];"/tɾe̞j̯s/";"/trays/";"";""
"quatro";"quatro";[sound:ptBR_NUMBER_FOUR.mp3];"/ˈkwatɾu/";"/ˈkwa-tro/";"";""
"cinco";"cinco";[sound:ptBR_NUMBER_FIVE.mp3];"/ˈsĩku/";"/ˈseen-koo/";"";""
"seis";"seis";[sound:ptBR_NUMBER_SIX.mp3];"/se̞j̯s/";"/says/";"";""
"sete";"sete";[sound:ptBR_NUMBER_SEVEN.mp3];"/ˈsɛt͡ʃi/";"/ˈseh-chee/";"";""
"oito";"oito";[sound:ptBR_NUMBER_EIGHT.mp3];"/ˈojtu/";"/ˈoy-tu/";"";""
"nove";"nove";[sound:ptBR_NUMBER_NINE.mp3];"/ˈnɔvi/";"/ˈno-vee/";"";""
"dez";"dez";[sound:ptBR_NUMBER_TEN.mp3];"/dɛz/";"/dez/";"";""
