Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Wo ist der Bahnhof?";"Où est la gare ?";[sound:frFR_NAVIGATION_TRAIN_STATION.mp3];"/u ɛ la ɡaʁ/";"/oo eh la gar/";"";""
"Wo ist die Toilette?";"Où sont les toilettes ?";[sound:frFR_NAVIGATION_RESTROOM.mp3];"/u sɔ̃ le twalɛt/";"/oo son~ lay twa-let/";"";""
"Wo ist der nächste Geldautomat?";"Où est le distributeur ?";[sound:frFR_NAVIGATION_ATM.mp3];"/u ɛ lə distʁibyˈtœʁ/";"/oo eh lə dis-tri-bü-ˈtœr/";"";""
"Was kostet das?";"C’est combien ?";[sound:frFR_SHOPPING_HOW_MUCH.mp3];"/se kɔ̃bjɛ̃/";"/seh kon~-byehn?/";"";""
"Kann ich mit Karte zahlen?";"Je peux payer par carte ?";[sound:frFR_SHOPPING_PAY_BY_CARD.mp3];"/ʒə pø peje paʁ kaʁt/";"/zhə pœ pay-yay par kart?/";"";""
"Ich zahle bar.";"Je paie en espèces.";[sound:frFR_SHOPPING_PAY_BY_CASH.mp3];"/ʒə pɛ ɑ̃n ɛspɛs/";"/zhə peh on es-pess/";"";""
"Hilfe!";"Au secours !";[sound:frFR_EMERGENCY_HELP.mp3];"/o səkuʁ/";"/oh sə-ˈkoor/";"";""
"Ich brauche einen Arzt!";"J’ai besoin d’un médecin !";[sound:frFR_EMERGENCY_DOCTOR.mp3];"/ʒe bəzwɛ̃ dœ̃ medsɛ̃/";"/zhay bə-zwehn dun med-senh/";"";""
"Rufen Sie die Polizei!";"Appelez la police !";[sound:frFR_EMERGENCY_POLICE.mp3];"/ap(ə)le la pɔlis/";"/a-peh-lay la po-lees/";"";""
"eins";"un";[sound:frFR_NUMBER_ONE.mp3];"/œ̃/";"/uhn~/";"";""
"zwei";"deux";[sound:frFR_NUMBER_TWO.mp3];"/dø/";"/døh/";"";""
"drei";"trois";[sound:frFR_NUMBER_THREE.mp3];"/tʁwa/";"/trwah/";"";""
"vier";"quatre";[sound:frFR_NUMBER_FOUR.mp3];"/katʁ/";"/katr/";"";""
"fünf";"cinq";[sound:frFR_NUMBER_FIVE.mp3];"/sɛ̃k/";"/sank~/";"";""
"sechs";"six";[sound:frFR_NUMBER_SIX.mp3];"/sis/";"/sees/";"";""
"sieben";"sept";[sound:frFR_NUMBER_SEVEN.mp3];"/sɛt/";"/set/";"";""
"acht";"huit";[sound:frFR_NUMBER_EIGHT.mp3];"/ɥit/";"/hweet/";"";""
"neun";"neuf";[sound:frFR_NUMBER_NINE.mp3];"/nœf/";"/nœf/";"";""
"zehn";"dix";[sound:frFR_NUMBER_TEN.mp3];"/dis/";"/dees/";"";""
