Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"¡Ayuda!";"¡Ayuda!";[sound:esCO_EMERGENCY_HELP.mp3];"/aˈʝuða/";"/a-ˈyu-tha/";"";""
"¡Necesito un médico!";"¡Necesito un médico!";[sound:esCO_EMERGENCY_DOCTOR.mp3];"/neseˈsito un ˈmeðiko/";"/ne-se-ˈsee-toon ˈme-di-ko/";"";""
"¡Llame a la policía!";"¡Llame a la policía!";[sound:esCO_EMERGENCY_POLICE.mp3];"/ˈʝame a la poliˈsia/";"/ˈya-me a la po-li-ˈsee-a/";"";""
"uno";"uno";[sound:esCO_NUMBER_ONE.mp3];"/ˈuno/";"/ˈu-no/";"";""
"dos";"dos";[sound:esCO_NUMBER_TWO.mp3];"/dos/";"/dos/";"";""
"tres";"tres";[sound:esCO_NUMBER_THREE.mp3];"/tɾes/";"/tres/";"";""
"cuatro";"cuatro";[sound:esCO_NUMBER_FOUR.mp3];"/ˈkwatɾo/";"/ˈkwa-tro/";"";""
"cinco";"cinco";[sound:esCO_NUMBER_FIVE.mp3];"/ˈsiŋko/";"/ˈseen-ko/";"";""
"seis";"seis";[sound:esCO_NUMBER_SIX.mp3];"/sejs/";"/says/";"";""
"siete";"siete";[sound:esCO_NUMBER_SEVEN.mp3];"/ˈsjete/";"/ˈsye-te/";"";""
"ocho";"ocho";[sound:esCO_NUMBER_EIGHT.mp3];"/ˈot͡ʃo/";"/ˈo-cho/";"";""
"nueve";"nueve";[sound:esCO_NUMBER_NINE.mp3];"/ˈnweβe/";"/ˈnwe-be/";"";""
"diez";"diez";[sound:esCO_NUMBER_TEN.mp3];"/djes/";"/dyehs/";"";""
