Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Flisni anglisht?";"英語、話せますか？";[sound:jaJP_COMMUNICATION_SPEAK_ENGLISH.mp3];"/eːɡo hanase̞masɯka/";"/eh-go ha-na-se-mas-ka?/";"";""
"Më ngadalë, ju lutem.";"もう少しゆっくりお願いします。";[sound:jaJP_COMMUNICATION_SPEAK_SLOWER.mp3];"/moː so̞ɕi jɯkːɯɾi one̞ɡaishimasɯ/";"/moh- soo-shi yook-ku-ri o-ne-gai-shi-ma-su/";"";""
"Nuk flas mirë shqip.";"日本語はあまり上手じゃないです。";[sound:jaJP_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/nihoŋɡo wa a̠maɾi d͡ʑoːzɯ d͡ʑa nai desɯ/";"/ni-hon-go wa a-ma-ri jo-zu ja nai dess/";"";""
"Si thuhet … në shqip?";"…は日本語で何と言いますか？";[sound:jaJP_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/wa nihoŋɡo de̞ naɴ to iimasɯka/";"/… wa ni-hon-go de nan to ee-mas-ka?/";"";""
"Menyja, ju lutem.";"メニューお願いします。";[sound:jaJP_REQUEST_MENU.mp3];"/me̞ɲɯː one̞ɡaishimasɯ/";"/me-nyuu o-ne-gai-shi-ma-su/";"";""
"Kafe";"コーヒー";[sound:jaJP_REQUEST_COFFEE.mp3];"/koːçiː/";"/koo-hee/";"";""
"Ujë";"お水";[sound:jaJP_REQUEST_WATER.mp3];"/omizu/";"/o-mee-zoo/";"";""
"ju lutem";"お願いします";[sound:jaJP_REQUEST_PLEASE.mp3];"/one̞ɡaishimasɯ/";"/o-ne-gai-shi-ma-su/";"";""
"Llogarinë, ju lutem.";"お会計お願いします。";[sound:jaJP_REQUEST_BILL.mp3];"/o kaikeː one̞ɡaishimasɯ/";"/o kai-kay o-ne-gai-shi-ma-su/";"";""
"Jam vegjetarian/e.";"ベジタリアンです。";[sound:jaJP_DINING_VEGETARIAN.mp3];"/bed͡ʑitaɾiaɴ desɯ/";"/be-ji-ta-ri-an dess/";"“-e” for female.";""
"Ishte shumë e shijshme!";"すごくおいしかった！";[sound:jaJP_DINING_DELICIOUS.mp3];"/sɯɡo̞kɯ oi̯ɕikatta/";"/su-go-ku oi-shi-kat-ta/";"";""
"Është shumë e mirë!";"めっちゃおいしい！";[sound:jaJP_DINING_YUMMY.mp3];"/met͡ɕːa oi̯ɕiː/";"/met-cha oi-shee/";"";"Casual emphasis; very common."
"Ku është stacioni i trenit?";"駅はどこですか？";[sound:jaJP_NAVIGATION_TRAIN_STATION.mp3];"/e̞ki wa do̞ko̞ de̞sɯka/";"/e-ki wa do-ko dess-ka?/";"";""
"Ku është tualeti?";"トイレはどこですか？";[sound:jaJP_NAVIGATION_RESTROOM.mp3];"/toi̯ɾe̞ wa do̞ko̞ de̞sɯka/";"/toi-re wa do-ko dess-ka?/";"";""
"Ku ka bankomat?";"ATMはどこですか？";[sound:jaJP_NAVIGATION_ATM.mp3];"/eːtiːe̞mɯ wa do̞ko̞ de̞sɯka/";"/ay-tee-em wa do-ko dess-ka?/";"";""
"Sa kushton kjo?";"これ、いくらですか？";[sound:jaJP_SHOPPING_HOW_MUCH.mp3];"/koɾe ikɯɾa de̞sɯka/";"/ko-re, i-ku-ra dess-ka?/";"";""
"Mund të paguaj me kartë?";"カードで払えますか？";[sound:jaJP_SHOPPING_PAY_BY_CARD.mp3];"/kaːdo̞ de̞ haɾae̞masɯka/";"/kaa-do de ha-ra-eh-mas-ka?/";"";""
"Paguaj me para në dorë.";"現金で払います。";[sound:jaJP_SHOPPING_PAY_BY_CASH.mp3];"/ɡe̞ŋkiɴ de̞ haɾai̯masɯ/";"/gen-kin de ha-rai-mas/";"";""
"Ndihmë!";"助けて！";[sound:jaJP_EMERGENCY_HELP.mp3];"/tasɯke̞te̞/";"/ta-su-ke-te/";"";""
"Më duhet një mjek!";"お医者さんお願いします！";[sound:jaJP_EMERGENCY_DOCTOR.mp3];"/o iɕa saɴ one̞ɡaishimasɯ/";"/o ee-sha-san o-ne-gai-shi-mas!/";"";""
"Thirrni policinë!";"警察を呼んでください！";[sound:jaJP_EMERGENCY_POLICE.mp3];"/keːsatsɯ o jo̞nde̞ kɯɾasai̯/";"/kay-satsu o yon-de ku-ra-sai!/";"";""
"një";"いち";[sound:jaJP_NUMBER_ONE.mp3];"/it͡ɕi/";"/ee-chee/";"";""
"dy";"に";[sound:jaJP_NUMBER_TWO.mp3];"/ni/";"/nee/";"";""
"tre";"さん";[sound:jaJP_NUMBER_THREE.mp3];"/saɴ/";"/sahn/";"";""
"katër";"よん";[sound:jaJP_NUMBER_FOUR.mp3];"/joɴ/";"/yohn/";"";""
"pesë";"ご";[sound:jaJP_NUMBER_FIVE.mp3];"/ɡo/";"/goh/";"";""
"gjashtë";"ろく";[sound:jaJP_NUMBER_SIX.mp3];"/ɾokɯ/";"/ro-ku/";"";""
"shtatë";"なな";[sound:jaJP_NUMBER_SEVEN.mp3];"/nana/";"/na-na/";"";""
"tetë";"はち";[sound:jaJP_NUMBER_EIGHT.mp3];"/hat͡ɕi/";"/ha-chee/";"";""
"nëntë";"きゅう";[sound:jaJP_NUMBER_NINE.mp3];"/kʲɯː/";"/kyuu/";"";""
"dhjetë";"じゅう";[sound:jaJP_NUMBER_TEN.mp3];"/dʑɯː/";"/jyuu/";"";""
