Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Dov’è il bagno?";"Where's the toilet?";[sound:enGB_NAVIGATION_RESTROOM.mp3];"/weəz ðə ˈtɔɪlət/";"/wairz thuh ˈtoy-lət/";"";"“Toilet” is the usual word in the UK; “loo” is very informal."
"Dov’è il bancomat?";"Where's the nearest cash machine?";[sound:enGB_NAVIGATION_ATM.mp3];"/weəz ðə ˈnɪərəst kæʃ məˈʃiːn/";"/wairz thuh ˈneer-əst kash mə-ˈsheen/";"";"UK says “cash machine” more than “ATM”."
"Quanto costa?";"How much is this?";[sound:enGB_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"Posso pagare con la carta?";"Can I pay by card?";[sound:enGB_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ baɪ kɑːd/";"/kan ai pay bai kaard/";"";""
"Pago in contanti.";"I'll pay in cash.";[sound:enGB_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"Aiuto!";"Help!";[sound:enGB_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"Ho bisogno di un medico!";"I need a doctor!";[sound:enGB_EMERGENCY_DOCTOR.mp3];"/aɪ niːd ə ˈdɒktə/";"/ai need uh ˈdok-tuh/";"";""
"Chiami la polizia!";"Call the police!";[sound:enGB_EMERGENCY_POLICE.mp3];"/kɔːl ðə pəˈliːs/";"/kawl thuh puh-ˈlees/";"";""
"uno";"one";[sound:enGB_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"due";"two";[sound:enGB_NUMBER_TWO.mp3];"/tuː/";"/too/";"";""
"tre";"three";[sound:enGB_NUMBER_THREE.mp3];"/θriː/";"/three/";"";""
"quattro";"four";[sound:enGB_NUMBER_FOUR.mp3];"/fɔː/";"/for/";"";""
"cinque";"five";[sound:enGB_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"sei";"six";[sound:enGB_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"sette";"seven";[sound:enGB_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"otto";"eight";[sound:enGB_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"nove";"nine";[sound:enGB_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"dieci";"ten";[sound:enGB_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
