Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"お水";"Water";[sound:enUS_REQUEST_WATER.mp3];"/ˈwɑɾɚ/";"/ˈwah-der/";"";""
"お願いします";"please";[sound:enUS_REQUEST_PLEASE.mp3];"/pliz/";"/pleez/";"";"Used when asking for things."
"お会計お願いします。";"Can we get the check, please?";[sound:enUS_REQUEST_BILL.mp3];"/kæn wi ɡɛt ðə tʃɛk, pliz/";"/kan wee get thuh chek, pleez/";"";""
"ベジタリアンです。";"I'm vegetarian.";[sound:enUS_DINING_VEGETARIAN.mp3];"/aɪm ˌvɛdʒəˈtɛriən/";"/aim vej-ə-ˈteh-ree-ən/";"";""
"すごくおいしかった！";"That was delicious!";[sound:enUS_DINING_DELICIOUS.mp3];"/ðæt wəz dɪˈlɪʃəs/";"/that wuz di-ˈli-shəs/";"";""
"めっちゃおいしい！";"This is really good!";[sound:enUS_DINING_YUMMY.mp3];"/ðɪs ɪz ˈrɪəli ɡʊd/";"/this iz ˈree-ə-lee gud/";"Casual emphasis; very common.";""
"駅はどこですか？";"Where's the train station?";[sound:enUS_NAVIGATION_TRAIN_STATION.mp3];"/wɛrz ðə treɪn ˈsteɪʃən/";"/wairz thuh trayn ˈstay-shən/";"";""
"トイレはどこですか？";"Where's the restroom?";[sound:enUS_NAVIGATION_RESTROOM.mp3];"/wɛrz ðə ˈrɛsˌtrum/";"/wairz thuh REST-room/";"";""
"ATMはどこですか？";"Where's the nearest ATM?";[sound:enUS_NAVIGATION_ATM.mp3];"/wɛrz ðə ˈnɪrɪst ˌeɪtiˈɛm/";"/wairz thuh NEER-ist A-T-M/";"";""
"これ、いくらですか？";"How much is this?";[sound:enUS_SHOPPING_HOW_MUCH.mp3];"/haʊ mʌtʃ ɪz ðɪs/";"/how much iz this/";"";""
"カードで払えますか？";"Can I pay with a card?";[sound:enUS_SHOPPING_PAY_BY_CARD.mp3];"/kæn aɪ peɪ wɪð ə kɑrd/";"/kan ai pay with uh kard/";"";""
"現金で払います。";"I'll pay in cash.";[sound:enUS_SHOPPING_PAY_BY_CASH.mp3];"/aɪl peɪ ɪn kæʃ/";"/ail pay in kash/";"";""
"助けて！";"Help!";[sound:enUS_EMERGENCY_HELP.mp3];"/hɛlp/";"/help/";"";""
"お医者さんお願いします！";"I need a doctor!";[sound:enUS_EMERGENCY_DOCTOR.mp3];"/aɪ nid ə ˈdɑktɚ/";"/ai need uh ˈdok-ter/";"";""
"警察を呼んでください！";"Call the police!";[sound:enUS_EMERGENCY_POLICE.mp3];"/kɔl ðə pəˈlis/";"/kawl thuh puh-ˈlees/";"";""
"いち";"one";[sound:enUS_NUMBER_ONE.mp3];"/wʌn/";"/wun/";"";""
"に";"two";[sound:enUS_NUMBER_TWO.mp3];"/tu/";"/too/";"";""
"さん";"three";[sound:enUS_NUMBER_THREE.mp3];"/θri/";"/three/";"";""
"よん";"four";[sound:enUS_NUMBER_FOUR.mp3];"/fɔr/";"/for/";"";""
"ご";"five";[sound:enUS_NUMBER_FIVE.mp3];"/faɪv/";"/faiv/";"";""
"ろく";"six";[sound:enUS_NUMBER_SIX.mp3];"/sɪks/";"/siks/";"";""
"なな";"seven";[sound:enUS_NUMBER_SEVEN.mp3];"/ˈsɛvən/";"/ˈsev-ən/";"";""
"はち";"eight";[sound:enUS_NUMBER_EIGHT.mp3];"/eɪt/";"/ayt/";"";""
"きゅう";"nine";[sound:enUS_NUMBER_NINE.mp3];"/naɪn/";"/nain/";"";""
"じゅう";"ten";[sound:enUS_NUMBER_TEN.mp3];"/tɛn/";"/ten/";"";""
