Source;Target;Audio;Pronunciation (IPA);Pronunciation (Simplified);Source Notes;Target Notes
"Ich versteh’s nicht.";"S'e kuptoj.";[sound:sqAL_COMMUNICATION_DONT_UNDERSTAND.mp3];"/sə kupˈtɔj/";"/sə kup-ˈtoy/";"";""
"Sprechen Sie Englisch?";"Flisni anglisht?";[sound:sqAL_COMMUNICATION_SPEAK_ENGLISH.mp3];"/ˈflisni anˈɡliʃt/";"/ˈflees-nee ang-ˈlisht?/";"";""
"Ein bisschen langsamer, bitte.";"Më ngadalë, ju lutem.";[sound:sqAL_COMMUNICATION_SPEAK_SLOWER.mp3];"/mə ŋaˈdalə, ju ˈlutɛm/";"/mə nga-ˈda-lə, yoo ˈlu-tem/";"";""
"Mein Deutsch ist noch nicht so gut.";"Nuk flas mirë shqip.";[sound:sqAL_COMMUNICATION_LIMITED_LANGUAGE.mp3];"/nuk flas ˈmiɾə ʃcip/";"/nuk flas ˈmee-rə shchip/";"";""
"Wie sagt man … auf Deutsch?";"Si thuhet … në shqip?";[sound:sqAL_COMMUNICATION_HOW_DO_YOU_SAY.mp3];"/si ˈθuhɛt nə ʃcip/";"/see ˈthu-het nə shchip?/";"";""
"Speisekarte, bitte.";"Menyja, ju lutem.";[sound:sqAL_REQUEST_MENU.mp3];"/mɛˈnyja, ju ˈlutɛm/";"/me-ˈnyah, yoo ˈlu-tem/";"";""
"Kaffee";"Kafe";[sound:sqAL_REQUEST_COFFEE.mp3];"/kaˈfɛ/";"/ka-ˈfeh/";"";""
"Wasser";"Ujë";[sound:sqAL_REQUEST_WATER.mp3];"/ˈujə/";"/ˈoo-yə/";"";""
"bitte";"ju lutem";[sound:sqAL_REQUEST_PLEASE.mp3];"/ju ˈlutɛm/";"/yoo ˈlu-tem/";"Beim Bestellen/Bitten.";""
"Die Rechnung, bitte.";"Llogarinë, ju lutem.";[sound:sqAL_REQUEST_BILL.mp3];"/lɔɡaˈɾinə, ju ˈlutɛm/";"/llo-ga-ˈree-nə, yoo ˈlu-tem/";"";""
"Ich bin Vegetarier(in).";"Jam vegjetarian/e.";[sound:sqAL_DINING_VEGETARIAN.mp3];"/jam ved͡ʒetaˈɾian(e)/";"/yam ve-je-ta-ˈryan(-e)/";"„-in“ für weiblich.";"“-e” for female."
"War sehr lecker!";"Ishte shumë e shijshme!";[sound:sqAL_DINING_DELICIOUS.mp3];"/ˈiʃtɛ ʃum ə ˈʃijʃmə/";"/ˈish-te shoom ə ˈsheesh-mə/";"";""
"Schmeckt richtig gut!";"Është shumë e mirë!";[sound:sqAL_DINING_YUMMY.mp3];"/ˈəʃtə ʃum ə ˈmirə/";"/ˈəsh-tə shoom ə ˈmee-rə/";"";""
"Wo ist der Bahnhof?";"Ku është stacioni i trenit?";[sound:sqAL_NAVIGATION_TRAIN_STATION.mp3];"/ku ˈəʃtə staˈcjɔni i ˈtrɛnit/";"/koo ˈəsh-tə sta-ˈtsyoh-ni i ˈtre-nit/";"";""
"Wo ist die Toilette?";"Ku është tualeti?";[sound:sqAL_NAVIGATION_RESTROOM.mp3];"/ku ˈəʃtə tuaˈlɛti/";"/koo ˈəsh-tə tua-ˈle-ti/";"";""
"Wo ist der nächste Geldautomat?";"Ku ka bankomat?";[sound:sqAL_NAVIGATION_ATM.mp3];"/ku ka baŋkɔˈmat/";"/koo ka ban-ko-ˈmat/";"";""
"Was kostet das?";"Sa kushton kjo?";[sound:sqAL_SHOPPING_HOW_MUCH.mp3];"/sa kuʃˈtɔn cɔ/";"/sa kush-ˈton kyo?/";"";""
"Kann ich mit Karte zahlen?";"Mund të paguaj me kartë?";[sound:sqAL_SHOPPING_PAY_BY_CARD.mp3];"/mund tə paˈɡuaj mɛ ˈkaɾtə/";"/moond tə pa-ˈgoo-ai me ˈkar-tə?/";"";""
"Ich zahle bar.";"Paguaj me para në dorë.";[sound:sqAL_SHOPPING_PAY_BY_CASH.mp3];"/paˈɡuaj mɛ paˈɾa nə dɔɾə/";"/pa-ˈgoo-ai me pa-ˈra nə ˈdo-rə/";"";""
"Hilfe!";"Ndihmë!";[sound:sqAL_EMERGENCY_HELP.mp3];"/ndi.hmə/";"/n-DEEH-mə/";"";""
"Ich brauche einen Arzt!";"Më duhet një mjek!";[sound:sqAL_EMERGENCY_DOCTOR.mp3];"/mə ˈduhɛt ɲə mjɛk/";"/mə ˈdu-het nyə myek/";"";""
"Rufen Sie die Polizei!";"Thirrni policinë!";[sound:sqAL_EMERGENCY_POLICE.mp3];"/ˈθirni pɔliˈtsin/";"/THIR-ni po-li-ˈtseen/";"";""
"eins";"një";[sound:sqAL_NUMBER_ONE.mp3];"/ɲə/";"/nyə/";"";""
"zwei";"dy";[sound:sqAL_NUMBER_TWO.mp3];"/dy/";"/dy/";"";""
"drei";"tre";[sound:sqAL_NUMBER_THREE.mp3];"/trɛ/";"/treh/";"";""
"vier";"katër";[sound:sqAL_NUMBER_FOUR.mp3];"/ˈkatər/";"/ˈka-tər/";"";""
"fünf";"pesë";[sound:sqAL_NUMBER_FIVE.mp3];"/ˈpɛsə/";"/ˈpe-sə/";"";""
"sechs";"gjashtë";[sound:sqAL_NUMBER_SIX.mp3];"/ɟaʃt/";"/gyasht/";"";""
"sieben";"shtatë";[sound:sqAL_NUMBER_SEVEN.mp3];"/ʃtatə/";"/shta-tə/";"";""
"acht";"tetë";[sound:sqAL_NUMBER_EIGHT.mp3];"/ˈtɛtə/";"/ˈte-tə/";"";""
"neun";"nëntë";[sound:sqAL_NUMBER_NINE.mp3];"/ˈnən.tə/";"/ˈnən-tə/";"";""
"zehn";"dhjetë";[sound:sqAL_NUMBER_TEN.mp3];"/ˈðjɛ.tə/";"/ˈth-ye-tə/";"";""
